Crude_Blend,API_Gravity,Inlet_BSW,Inlet_Salt_PTB,Target_Risk_Class
Bonny Light,38.46,0.735,14.03,Low
Ural,36.55,0.734,11.71,Low
Ural,35.55,0.616,10.0,Low
Arab Light,33.51,1.265,29.77,Low
Basrah Heavy,23.91,0.816,10.0,Medium
Basrah Heavy,29.56,0.838,27.42,Low
Arab Light,31.01,0.811,11.73,Low
Basrah Heavy,20.62,1.543,14.04,High
Ural,28.68,2.09,26.09,Medium
Arab Light,36.11,1.108,12.26,Low
Arab Light,31.11,1.215,16.55,Medium
Basrah Heavy,28.54,1.362,19.8,Medium
Bonny Light,42.3,0.453,18.6,Low
Basrah Heavy,26.8,2.338,45.18,Medium
Basrah Heavy,28.76,0.7,10.0,Medium
Basrah Heavy,23.25,2.192,22.31,High
Ural,31.85,0.94,17.15,Low
Bonny Light,42.98,0.491,10.0,Low
Basrah Heavy,29.37,1.531,26.04,Medium
Bonny Light,38.83,0.875,17.19,Low
Basrah Heavy,21.52,2.5,17.85,High
Arab Light,38.82,0.419,13.65,Low
Basrah Heavy,27.21,2.019,19.35,Medium
Arab Light,32.24,1.074,15.27,Low
Ural,35.23,0.772,29.91,Low
Arab Light,34.8,1.904,14.06,Low
Basrah Heavy,25.51,1.954,30.34,High
Ural,30.89,1.024,10.58,Low
Bonny Light,41.9,0.672,10.0,Low
Arab Light,34.99,0.908,11.56,Medium
Arab Light,35.39,0.771,10.0,Low
Ural,35.64,0.712,37.64,Low
Basrah Heavy,20.73,2.041,14.68,High
Bonny Light,44.16,0.271,10.0,Low
Basrah Heavy,22.35,1.828,11.81,Medium
Ural,33.38,1.399,14.22,Low
Basrah Heavy,25.06,1.619,22.33,High
Basrah Heavy,27.81,2.5,30.49,Medium
Arab Light,30.57,1.211,20.82,Low
Arab Light,34.14,1.566,24.37,Low
Bonny Light,38.86,0.95,24.89,Low
Bonny Light,41.79,0.831,30.65,Low
Basrah Heavy,33.28,2.058,30.3,Medium
Basrah Heavy,27.08,0.771,14.83,Medium
Arab Light,31.51,1.256,12.56,Medium
Arab Light,35.41,0.861,16.43,Low
Arab Light,34.33,1.003,21.16,Medium
Bonny Light,43.37,0.336,10.0,Low
Ural,30.3,1.011,23.26,Low
Basrah Heavy,24.31,1.093,20.23,Medium
Arab Light,33.7,1.04,11.78,Low
Arab Light,32.32,1.516,16.58,Medium
Arab Light,34.3,0.813,25.6,Low
Basrah Heavy,21.94,1.566,10.0,High
Arab Light,38.15,0.564,10.0,Low
Arab Light,36.21,0.596,10.0,Low
Basrah Heavy,20.0,1.732,45.21,High
Ural,33.86,1.122,20.79,Low
Basrah Heavy,24.96,2.429,23.89,High
Arab Light,31.95,0.736,17.62,Low
Arab Light,30.63,1.189,13.34,Medium
Bonny Light,41.32,0.782,14.88,Low
Basrah Heavy,24.37,1.06,13.47,Low
Basrah Heavy,24.25,2.5,32.05,Medium
Basrah Heavy,26.27,1.269,17.27,Medium
Arab Light,34.73,1.205,14.08,Low
Basrah Heavy,27.92,1.274,19.04,Medium
Ural,32.34,1.282,16.02,Low
Basrah Heavy,20.68,2.5,25.99,High
Basrah Heavy,26.14,1.427,11.08,Medium
Arab Light,30.42,1.722,25.42,Medium
Ural,31.5,1.261,47.92,Medium
Bonny Light,42.06,0.357,11.45,Low
Ural,33.03,0.996,14.04,Low
Arab Light,33.49,0.947,13.84,Low
Ural,33.99,0.602,23.4,Low
Ural,33.01,1.232,10.0,Low
Basrah Heavy,28.28,1.702,23.21,Medium
Arab Light,35.38,1.193,17.06,Low
Ural,35.81,1.435,18.63,Medium
Basrah Heavy,22.22,2.429,28.38,High
Ural,32.59,0.871,10.0,Low
Arab Light,34.73,0.819,10.0,Low
Arab Light,35.81,1.167,10.0,Low
Basrah Heavy,20.0,2.156,29.24,High
Ural,33.72,0.997,10.0,Low
Bonny Light,39.33,0.475,13.16,Low
Basrah Heavy,27.36,1.171,13.71,Low
Arab Light,33.33,1.261,11.95,Medium
Basrah Heavy,28.44,0.678,14.04,Medium
Basrah Heavy,23.66,0.726,10.92,Medium
Bonny Light,44.3,0.417,11.56,Low
Arab Light,37.35,0.64,10.0,Low
Arab Light,36.85,0.947,18.13,Low
Basrah Heavy,22.88,2.5,27.64,High
Bonny Light,36.65,0.573,19.04,Low
Basrah Heavy,25.97,0.836,10.0,Medium
Ural,31.32,1.05,13.59,Medium
Basrah Heavy,23.78,1.29,14.79,Medium
Basrah Heavy,24.79,1.561,25.32,High
Ural,31.72,1.366,28.13,Medium
Basrah Heavy,20.72,2.057,26.09,High
Ural,32.46,1.102,15.83,Medium
Basrah Heavy,21.48,2.5,35.06,High
Ural,34.51,1.205,15.42,Medium
Ural,28.34,1.265,33.75,Medium
Ural,34.41,1.198,12.9,Low
Basrah Heavy,26.48,0.854,10.0,Medium
Ural,30.61,1.745,13.55,Low
Bonny Light,40.5,0.574,10.0,Low
Basrah Heavy,24.07,1.065,39.02,Medium
Basrah Heavy,27.32,1.221,11.94,Medium
Ural,34.8,1.344,34.17,Low
Basrah Heavy,23.41,1.271,19.46,Medium
Ural,36.85,0.928,10.0,Low
Ural,35.81,1.183,15.48,Low
Basrah Heavy,20.67,1.854,30.81,High
Arab Light,33.91,0.733,12.46,Low
Arab Light,35.0,0.901,10.0,Low
Basrah Heavy,23.62,1.007,13.55,Low
Bonny Light,40.83,0.463,21.75,Low
Basrah Heavy,26.62,0.989,43.89,Medium
Arab Light,31.89,1.102,24.07,Low
Ural,34.75,0.601,29.73,Low
Basrah Heavy,25.18,1.596,27.89,Low
Ural,29.04,1.937,30.61,Medium
Basrah Heavy,31.61,1.73,26.69,Low
Arab Light,33.24,0.669,16.13,Low
Basrah Heavy,31.47,0.909,10.75,Low
Ural,30.63,1.619,21.62,Low
Ural,30.15,1.576,27.97,Medium
Ural,29.0,1.053,19.49,Low
Bonny Light,37.64,0.635,10.0,Low
Ural,36.84,0.828,24.66,Low
Ural,33.46,0.537,17.08,High
Arab Light,38.85,0.812,23.85,Low
Bonny Light,41.75,0.716,10.0,Low
Arab Light,36.81,0.703,10.0,Low
Bonny Light,40.33,0.353,10.0,Low
Basrah Heavy,29.11,2.129,28.88,Medium
Arab Light,31.97,1.205,31.9,High
Ural,27.86,1.767,24.77,High
Basrah Heavy,28.85,0.828,35.02,Low
Basrah Heavy,30.2,0.775,11.29,Low
Bonny Light,39.68,0.72,18.14,Low
Arab Light,35.57,1.269,10.0,Low
Basrah Heavy,27.77,0.932,23.37,Low
Basrah Heavy,22.37,1.669,34.72,High
Arab Light,32.66,0.615,15.57,Low
Arab Light,38.33,0.554,10.0,Low
Bonny Light,42.39,0.41,11.23,Low
Bonny Light,40.18,0.701,10.51,Medium
Ural,29.69,0.604,10.38,Low
Ural,33.32,1.634,21.62,High
Basrah Heavy,23.63,1.553,13.08,Medium
Bonny Light,41.84,0.762,16.11,Low
Basrah Heavy,25.67,1.939,21.15,High
Basrah Heavy,26.45,1.979,28.02,High
Bonny Light,43.01,0.83,18.38,Low
Bonny Light,39.73,0.471,10.0,Low
Basrah Heavy,27.92,1.441,18.02,Medium
Ural,33.99,0.697,11.54,Low
Arab Light,37.6,0.729,13.69,Low
Basrah Heavy,25.32,1.983,35.69,Medium
Basrah Heavy,23.33,2.475,23.98,High
Basrah Heavy,22.45,1.509,18.53,High
Arab Light,32.57,0.707,17.42,Low
Arab Light,38.19,0.736,14.54,Medium
Arab Light,36.64,0.606,20.32,Low
Basrah Heavy,25.68,1.24,21.7,Medium
Bonny Light,38.29,0.9,13.4,Low
Arab Light,38.28,0.844,16.13,Low
Bonny Light,42.45,0.596,23.01,Low
Basrah Heavy,22.23,1.545,13.49,High
Arab Light,33.9,1.412,12.96,Medium
Ural,35.45,0.897,10.0,Low
Basrah Heavy,22.24,1.573,19.26,Medium
Basrah Heavy,23.6,1.124,16.31,High
Basrah Heavy,22.38,0.832,26.73,High
Basrah Heavy,23.51,0.958,12.6,High
Arab Light,34.85,1.004,10.0,Medium
Basrah Heavy,25.34,1.121,27.27,Medium
Basrah Heavy,23.26,0.94,12.2,Medium
Arab Light,37.45,0.661,19.15,Low
Basrah Heavy,29.64,1.395,27.66,Medium
Basrah Heavy,26.77,1.675,23.72,High
Ural,31.19,1.154,17.3,Low
Basrah Heavy,26.77,1.418,14.71,Low
Basrah Heavy,24.74,1.307,13.65,Medium
Basrah Heavy,21.62,2.219,34.76,High
Basrah Heavy,25.49,1.438,22.99,High
Arab Light,34.23,0.945,24.43,Low
Basrah Heavy,28.03,1.967,21.02,High
Basrah Heavy,21.65,2.343,37.79,High
Bonny Light,38.86,0.633,28.67,Low
Bonny Light,43.29,0.349,10.0,Low
Basrah Heavy,21.68,1.578,13.64,High
Basrah Heavy,23.34,0.822,21.17,Medium
Arab Light,36.58,1.205,19.33,Low
Ural,32.54,0.849,13.61,Low
Ural,34.42,1.293,26.62,Low
Basrah Heavy,22.79,1.728,18.18,High
Basrah Heavy,27.22,2.31,23.3,High
Arab Light,33.55,1.221,11.2,Low
Bonny Light,42.3,0.626,22.49,Low
Bonny Light,40.17,0.48,10.0,Low
Basrah Heavy,24.95,0.998,24.25,Medium
Arab Light,35.08,0.965,20.73,Low
Basrah Heavy,27.8,0.707,22.17,Medium
Ural,30.41,1.032,10.1,Low
Bonny Light,40.78,0.364,10.25,Low
Arab Light,34.53,0.709,10.0,Low
Basrah Heavy,20.48,2.279,40.05,High
Arab Light,33.73,1.207,18.8,Low
Arab Light,37.1,0.744,10.76,Low
Ural,33.16,1.163,12.37,Medium
Basrah Heavy,28.8,1.091,18.71,Medium
Bonny Light,42.9,0.974,12.71,Low
Basrah Heavy,24.42,1.776,20.0,High
Basrah Heavy,24.74,1.283,17.77,Medium
Basrah Heavy,25.58,2.071,45.27,Medium
Basrah Heavy,21.84,2.5,29.16,High
Basrah Heavy,25.78,1.153,13.93,Medium
Ural,29.18,0.788,14.85,Medium
Basrah Heavy,24.91,1.022,11.85,Medium
Basrah Heavy,25.98,1.185,31.39,Medium
Basrah Heavy,23.0,1.658,27.83,Medium
Basrah Heavy,22.43,0.976,10.0,Medium
Bonny Light,42.21,0.398,17.05,Low
Bonny Light,39.95,0.563,14.33,Low
Basrah Heavy,20.84,2.048,29.24,High
Ural,34.2,1.205,27.56,Medium
Ural,35.11,1.053,10.68,Low
Bonny Light,40.9,1.019,15.86,Low
Basrah Heavy,23.93,2.39,31.59,High
Basrah Heavy,21.42,1.935,32.32,High
Arab Light,31.57,0.813,19.98,Low
Bonny Light,42.83,0.332,10.0,Low
Ural,35.2,0.551,21.76,Low
Arab Light,33.63,1.065,15.42,Low
Basrah Heavy,28.21,1.523,18.04,Low
Ural,30.2,1.68,10.78,Medium
Bonny Light,41.9,0.528,10.0,Low
Arab Light,35.43,1.293,17.41,Low
Ural,33.34,1.497,13.61,Medium
Arab Light,38.08,0.506,10.0,Low
Arab Light,36.03,0.714,10.0,Low
Arab Light,33.48,1.015,31.44,Medium
Ural,29.4,1.0,10.0,Low
Bonny Light,41.43,0.469,10.0,Low
Arab Light,31.8,1.252,26.18,Medium
Basrah Heavy,22.26,1.663,25.41,High
Arab Light,33.99,0.986,15.66,Low
Basrah Heavy,26.87,1.037,23.52,Low
Basrah Heavy,25.59,1.819,23.84,Medium
Basrah Heavy,26.9,1.676,10.0,High
Arab Light,33.8,0.765,10.31,Low
Basrah Heavy,22.24,1.105,41.64,Medium
Basrah Heavy,24.86,2.415,28.76,Low
Ural,29.71,2.323,37.38,Medium
Basrah Heavy,23.08,1.828,34.24,Medium
Arab Light,33.63,0.889,20.43,Low
Bonny Light,38.5,1.007,16.18,Low
Arab Light,32.95,1.241,12.84,Medium
Basrah Heavy,24.57,1.476,12.3,High
Basrah Heavy,23.92,2.288,37.55,Medium
Arab Light,38.77,0.513,15.07,Low
Arab Light,38.33,0.557,15.56,Low
Basrah Heavy,24.53,1.807,28.06,High
Arab Light,37.69,0.78,12.0,Low
Arab Light,28.03,1.709,30.76,Medium
Basrah Heavy,24.16,2.452,29.59,High
Arab Light,34.83,0.542,10.65,Low
Basrah Heavy,25.38,1.558,24.25,High
Basrah Heavy,30.08,2.405,36.75,Medium
Ural,32.19,0.894,13.38,Low
Basrah Heavy,25.16,1.208,42.11,Medium
Arab Light,34.86,0.425,10.0,Low
Arab Light,34.25,1.005,20.74,Low
Basrah Heavy,27.73,1.699,17.22,Low
Bonny Light,43.5,0.463,12.99,Low
Basrah Heavy,21.5,1.242,24.74,High
Basrah Heavy,27.28,1.411,60.0,Medium
Bonny Light,44.34,0.351,10.0,Low
Ural,30.15,1.255,12.02,Medium
Ural,34.61,0.645,18.04,Low
Basrah Heavy,26.57,1.501,29.69,Medium
Basrah Heavy,27.69,1.045,13.9,Medium
Arab Light,37.27,0.403,10.0,Low
Basrah Heavy,25.93,1.906,28.99,High
Basrah Heavy,23.58,1.735,18.42,High
Ural,27.98,1.686,34.58,Medium
Basrah Heavy,24.18,1.338,23.19,High
Basrah Heavy,26.73,1.806,27.91,High
Basrah Heavy,27.06,2.044,35.9,Low
Arab Light,30.32,2.256,45.54,Medium
Arab Light,37.62,1.003,10.65,Low
Bonny Light,44.45,0.363,10.0,Low
Basrah Heavy,29.79,0.774,27.44,Low
Basrah Heavy,22.66,1.648,22.72,High
Arab Light,32.18,0.67,10.39,High
Arab Light,36.96,0.598,12.94,Low
Arab Light,35.42,1.774,40.77,Medium
Bonny Light,41.91,0.335,10.96,Low
Arab Light,36.07,0.376,16.89,Low
Arab Light,37.1,1.047,15.0,Low
Bonny Light,40.15,0.468,10.0,Low
Basrah Heavy,21.88,2.304,35.86,Medium
Bonny Light,39.69,0.413,10.0,Low
Arab Light,33.59,0.872,25.53,High
Arab Light,35.08,1.393,25.15,Medium
Bonny Light,35.79,0.549,15.58,Low
Arab Light,32.92,0.994,30.14,Low
Arab Light,34.2,1.077,15.27,Low
Basrah Heavy,21.7,1.378,28.1,Medium
Ural,30.68,1.304,19.42,Low
Arab Light,33.33,1.034,14.38,High
Basrah Heavy,25.34,1.856,28.06,High
Ural,31.78,2.149,22.73,Medium
Arab Light,32.46,2.5,27.32,Medium
Arab Light,35.88,1.018,18.4,Low
Basrah Heavy,20.74,1.764,35.42,High
Arab Light,35.64,1.028,31.07,Low
Basrah Heavy,23.2,1.546,14.15,High
Basrah Heavy,26.61,0.837,12.43,Medium
Arab Light,34.12,0.962,22.76,Low
Basrah Heavy,23.61,2.41,24.42,High
Basrah Heavy,21.04,1.087,14.37,Medium
Ural,30.62,0.852,15.26,Low
Basrah Heavy,24.04,1.324,25.29,Medium
Bonny Light,40.56,0.645,16.21,Low
Bonny Light,43.89,0.812,29.64,Low
Arab Light,31.88,0.845,16.83,Low
Bonny Light,39.49,0.655,16.44,Low
Bonny Light,42.0,0.475,12.27,Low
Basrah Heavy,25.46,1.379,23.67,High
Ural,33.06,1.029,14.41,Medium
Basrah Heavy,22.95,1.438,24.64,High
Ural,31.29,2.5,24.97,Medium
Arab Light,36.29,1.091,29.06,Medium
Basrah Heavy,25.08,1.327,20.09,Medium
Basrah Heavy,22.58,2.5,44.84,High
Bonny Light,40.23,0.642,25.27,Low
Basrah Heavy,28.88,1.34,22.56,Medium
Basrah Heavy,26.21,1.392,26.77,High
Basrah Heavy,30.57,1.104,22.04,Medium
Arab Light,30.63,0.784,10.0,Medium
Ural,30.66,0.668,16.44,Low
Ural,34.68,1.073,19.47,Low
Arab Light,37.41,0.718,14.34,High
Basrah Heavy,27.41,1.913,29.51,High
Basrah Heavy,22.53,1.259,21.72,High
Arab Light,34.05,0.669,17.27,Low
Ural,31.76,1.481,36.41,Medium
Ural,33.18,0.936,17.67,Low
Arab Light,30.45,1.636,30.39,High
Arab Light,30.14,1.247,19.35,Medium
Arab Light,30.04,2.39,43.57,Medium
Arab Light,36.44,1.081,23.77,Low
Arab Light,30.35,1.407,23.14,Medium
Ural,33.88,1.314,16.0,Low
Arab Light,31.94,1.016,33.58,Low
Bonny Light,43.49,0.213,20.87,Low
Arab Light,37.74,0.847,11.67,Low
Basrah Heavy,22.93,2.5,20.18,High
Basrah Heavy,31.91,0.502,11.49,Low
Arab Light,34.81,1.101,12.38,Low
Arab Light,36.08,0.498,12.2,Low
Arab Light,30.78,1.182,26.01,Low
Ural,33.45,1.05,27.6,Low
Basrah Heavy,25.19,2.012,15.87,High
Ural,33.69,1.082,10.32,Low
Ural,32.31,1.769,17.58,Low
Arab Light,34.37,1.447,22.96,Low
Arab Light,31.58,1.065,28.52,Low
Basrah Heavy,26.55,2.145,26.86,High
Arab Light,31.35,1.035,10.0,Low
Ural,35.33,0.76,18.13,Low
Bonny Light,38.13,0.473,10.07,Low
Arab Light,36.52,1.305,17.21,Low
Basrah Heavy,28.31,1.215,20.93,Medium
Ural,27.63,0.597,18.85,Medium
Ural,29.61,1.531,30.95,Medium
Basrah Heavy,29.14,1.114,29.25,Medium
Ural,32.83,0.955,24.78,Medium
Basrah Heavy,22.5,1.586,28.78,High
Basrah Heavy,23.19,1.491,13.22,Medium
Basrah Heavy,26.23,2.5,35.45,High
Basrah Heavy,21.28,2.5,29.17,High
Bonny Light,42.26,0.584,24.86,Low
Arab Light,31.99,1.213,15.9,Low
Basrah Heavy,24.06,2.407,27.81,High
Arab Light,31.45,1.251,15.38,Low
Arab Light,28.84,1.751,20.61,High
Basrah Heavy,24.59,1.93,37.87,High
Basrah Heavy,27.3,1.479,17.54,Medium
Ural,33.18,1.443,22.14,Low
Basrah Heavy,24.6,1.37,17.2,High
Ural,32.7,1.091,19.16,Medium
Basrah Heavy,26.02,1.062,20.73,Medium
Ural,31.88,0.829,21.54,Medium
Ural,32.77,0.439,12.73,Low
Basrah Heavy,25.56,1.79,37.92,Medium
Basrah Heavy,30.21,1.587,13.02,Medium
Bonny Light,42.42,0.654,10.47,Low
Arab Light,35.33,0.612,10.0,Low
Arab Light,36.94,0.93,11.19,Low
Basrah Heavy,22.54,1.718,28.2,High
Basrah Heavy,23.52,2.144,22.52,High
Arab Light,34.93,0.737,10.0,Low
Bonny Light,39.47,0.565,15.59,Low
Basrah Heavy,25.28,0.896,31.55,High
Ural,33.25,0.804,10.0,Low
Ural,33.83,0.998,21.72,Low
Basrah Heavy,27.73,1.474,29.92,Medium
Basrah Heavy,20.55,1.023,14.07,Medium
Basrah Heavy,25.19,1.295,22.93,Medium
Arab Light,37.53,0.804,10.0,Low
Arab Light,37.49,1.248,20.8,Low
Arab Light,37.59,0.563,19.06,Low
Basrah Heavy,24.53,1.889,21.89,Medium
Ural,33.97,0.811,13.14,Low
Arab Light,36.42,0.711,18.17,Low
Arab Light,34.33,0.71,15.15,Low
Arab Light,32.1,0.768,25.62,Medium
Basrah Heavy,25.47,1.297,20.81,Medium
Ural,33.58,1.461,24.87,Low
Arab Light,37.49,0.585,11.35,Low
Arab Light,36.15,0.617,11.6,Low
Basrah Heavy,23.56,1.779,30.6,High
Arab Light,34.85,0.933,24.82,Low
Arab Light,34.73,0.917,10.0,Low
Basrah Heavy,25.04,1.704,22.13,High
Bonny Light,38.23,0.502,16.77,Low
Ural,33.36,0.75,10.0,Low
Basrah Heavy,23.83,2.311,27.02,Low
Ural,34.63,0.898,38.14,Low
Arab Light,36.31,1.033,12.17,Low
Bonny Light,42.76,0.653,10.0,Low
Basrah Heavy,23.15,2.258,27.67,High
Basrah Heavy,23.78,1.015,17.88,Medium
Arab Light,34.88,0.892,14.43,Low
Basrah Heavy,24.33,2.309,36.23,High
Ural,30.94,1.419,10.26,Medium
Arab Light,37.97,0.78,10.0,Low
Basrah Heavy,24.74,0.889,15.22,High
Arab Light,33.92,0.799,26.4,Low
Bonny Light,43.83,0.366,10.0,Low
Ural,31.68,0.689,10.0,Low
Arab Light,33.54,1.34,10.0,Low
Basrah Heavy,21.43,1.718,16.05,Medium
Basrah Heavy,22.35,0.866,10.0,High
Bonny Light,40.42,0.472,10.0,Low
Ural,34.05,0.889,21.08,Low
Arab Light,33.0,1.003,20.37,Low
Bonny Light,43.19,0.654,19.56,Low
Basrah Heavy,21.77,2.165,18.65,High
Ural,35.93,0.535,10.0,Low
Basrah Heavy,24.4,0.95,19.44,Medium
Basrah Heavy,27.06,1.302,27.18,Medium
Arab Light,34.13,1.022,17.36,Low
Arab Light,34.23,1.374,23.7,Medium
Bonny Light,41.18,0.965,16.36,Low
Basrah Heavy,27.75,2.5,26.18,High
Ural,27.67,1.191,16.51,Medium
Ural,32.53,1.498,28.61,Medium
Ural,35.39,1.041,16.88,Low
Bonny Light,38.68,0.469,19.91,Low
Arab Light,34.91,0.479,13.78,Low
Arab Light,32.9,1.111,13.83,Low
Basrah Heavy,30.22,0.727,18.75,Low
Basrah Heavy,23.42,1.234,18.77,Medium
Bonny Light,45.0,0.222,20.54,Low
Arab Light,36.36,0.901,10.85,High
Basrah Heavy,23.21,2.5,17.56,High
Basrah Heavy,27.8,1.388,25.33,Medium
Arab Light,33.13,0.862,28.36,Low
Ural,34.97,0.448,20.02,Low
Basrah Heavy,26.43,1.726,36.11,Medium
Ural,33.0,1.06,33.85,Low
Arab Light,37.25,0.642,12.69,Low
Ural,33.08,1.571,15.11,Medium
Basrah Heavy,25.6,1.004,10.0,Medium
Arab Light,29.1,1.022,10.0,Medium
Basrah Heavy,28.89,1.205,23.37,Medium
Arab Light,33.16,0.854,10.0,Low
Ural,32.85,1.284,21.59,Low
Arab Light,36.11,1.001,22.3,Medium
Basrah Heavy,24.11,2.338,28.64,High
Bonny Light,41.07,0.636,11.68,Low
Basrah Heavy,24.5,1.53,15.61,Medium
Arab Light,33.61,0.897,30.68,Low
Bonny Light,43.86,0.416,10.0,Low
Arab Light,31.94,1.045,11.7,Low
Ural,29.18,1.316,17.46,Medium
Arab Light,32.36,1.304,16.55,Low
Ural,35.77,0.916,22.22,Low
Ural,26.51,1.632,23.64,Medium
Ural,34.38,0.729,10.0,Medium
Basrah Heavy,28.75,2.12,33.19,Medium
Ural,27.78,0.939,10.84,Low
Basrah Heavy,22.09,2.038,28.02,High
Bonny Light,44.51,0.264,24.64,Low
Basrah Heavy,25.9,2.196,22.35,High
Basrah Heavy,31.47,1.564,17.56,Low
Bonny Light,42.81,0.422,10.77,Low
Basrah Heavy,23.86,2.5,28.47,High
Arab Light,36.43,0.778,16.72,Low
Ural,34.49,1.299,23.78,Low
Basrah Heavy,25.59,1.182,12.47,Medium
Basrah Heavy,23.72,1.893,24.28,High
Arab Light,30.41,0.877,10.0,Low
Basrah Heavy,25.77,1.522,26.86,High
Basrah Heavy,25.79,1.484,30.32,Medium
Basrah Heavy,21.7,2.411,25.58,High
Arab Light,32.02,0.88,16.89,Low
Basrah Heavy,25.95,2.5,41.23,High
Basrah Heavy,24.76,0.972,19.62,Medium
Arab Light,37.88,0.8,10.0,Low
Arab Light,30.77,1.319,10.13,Medium
Basrah Heavy,22.22,2.1,20.7,High
Basrah Heavy,28.37,1.124,16.24,Medium
Bonny Light,43.15,0.436,18.86,Low
Arab Light,37.2,0.641,11.54,Low
Arab Light,37.98,1.408,13.01,Low
Arab Light,37.91,0.589,11.45,Low
Basrah Heavy,20.31,1.767,21.75,High
Ural,33.59,0.802,10.43,Low
Bonny Light,38.41,0.532,10.65,High
Bonny Light,39.74,0.379,12.57,Low
Basrah Heavy,22.69,2.162,15.88,High
Basrah Heavy,26.3,1.168,16.78,Medium
Basrah Heavy,25.14,1.174,42.92,Medium
Basrah Heavy,20.9,1.302,22.12,High
Basrah Heavy,21.93,1.955,31.69,High
Arab Light,34.57,0.957,29.03,Low
Basrah Heavy,25.22,1.562,36.01,Medium
Bonny Light,37.1,0.603,10.0,Low
Basrah Heavy,24.72,1.839,13.8,High
Basrah Heavy,25.77,1.199,27.18,Medium
Bonny Light,40.1,0.61,11.96,Low
Ural,31.92,1.065,16.19,Low
Arab Light,33.31,0.57,17.42,Low
Arab Light,37.85,1.504,21.18,Medium
Basrah Heavy,31.37,1.411,22.23,Low
Basrah Heavy,24.97,1.665,25.02,Medium
Arab Light,34.61,1.066,26.24,Medium
Arab Light,35.59,1.813,27.11,Medium
Arab Light,31.53,1.703,15.58,Medium
